date,product_id,store,price_usd,price_original,currency_original,product_name_found,url_found,flagged,flag_reason
2026-06-14,pollo,central,8.98,"8,98",USD,Delicia De Pechuga de Pollo Kg KG,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/refrigerados/carniceria-pescaderia/carnes-aves/?s=pechuga+pollo+kg,False,
2026-06-14,pollo,gama,7.25,"Ref. 7,25",USD,PECHUGA DE POLLO CON HUESO 1 KG,https://gamaenlinea.com/es,True,"Cambio de 112.0% vs semana anterior (anterior: $3.42, nuevo: $7.25)"
2026-06-14,pollo,plansuarez,3.43,"Bs.2,000.71",VES,BANDEJA PECHUGA HERMO DE POLLO !300! GR,https://www.plansuarez.com/index.php?route=product/search&search=pechuga+de+pollo,False,
2026-06-14,queso_blanco,central,14.16,"14,16",USD,Queso Blanco Pasteurizado El Zedeño KG,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/charcuteria/quesos/?s=queso+blanco+zedeno+kg,False,
2026-06-14,queso_blanco,gama,6.24,"Ref. 6,24",USD,QUESO BLANCO DURO FINCA 400 GR,https://gamaenlinea.com/es,False,
2026-06-14,queso_blanco,plansuarez,5.73,"Bs.3,340.73",VES,BANDEJA QUESO BLANCO DON ARMANDO !500! G,https://www.plansuarez.com/index.php?route=product/search&search=queso+blanco,False,
2026-06-14,sal,central,1.07,"1,07",USD,Sal DelMar Refinada Paquete 1Kg,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/viveres/?s=sal+refinada,False,
2026-06-14,sal,gama,1.25,"Ref. 1,25",USD,SAL REFINADA EN BOLSA CELESTIAL SALT 1 KG,https://gamaenlinea.com/es,False,
2026-06-14,sal,plansuarez,0.86,Bs.501.11,VES,SAL ARRECIFE 1KG REFINADA,https://www.plansuarez.com/index.php?route=product/search&search=sal+refinada,False,
2026-06-14,sardinas,central,0.0,,USD,,,False,Producto no disponible en Central Madeirense
2026-06-14,sardinas,gama,1.22,"Ref. 1,22",USD,SARDINAS SALSA TOMATE DI FIORE 155 gr,https://gamaenlinea.com/es,False,
2026-06-14,sardinas,plansuarez,5.8,"Bs.3,379.58",VES,SARDINAS NOYA 184GR ACEITE VEGETAL SIN PIEL/ESPINAS,https://www.plansuarez.com/index.php?route=product/search&search=sardinas,False,
2026-06-14,tomate,central,4.39,"4,39",USD,Tomate Manzano Hidroponico Bandeja,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/fruteria-y-vegetales/vegetales/?s=tomate,False,
